At_gene	NAME	GWEIGHT	s1	s3	s5	r1	r3	r5
AT3G24750	unknown protein; Has 25 Blast hits to 25 proteins in 12 species: Archae - 0; Bacteria - 8; Metazoa - 2; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1.000000	-1.648556	0.577023	-0.825253	-2.119643	-0.428067	-2.139360
AT1G55730	Vacuolar cation/proton exchanger 5	1.000000	-0.941602	1.046164	-0.252411	-1.709164	0.268465	-1.669514
AT4G34920	AT4g34920/F11I11_160	1.000000	-1.157275	0.723875	-0.705916	-1.364933	0.086889	-1.444884
AT5G14330	Putative uncharacterized protein F18O22_120	1.000000	-0.482170	2.652453	-0.135934	-1.615160	2.129229	-1.585123
AT1G63295	Remorin family protein	1.000000	-1.976492	1.625991	-0.295003	-1.899163	0.552894	-2.559436
AT2G05540	At2g05540/T20G20.11	1.000000	-1.517327	1.417263	-1.435907	-2.319737	-1.284811	-1.557253
AT2G02950	Protein PHYTOCHROME KINASE SUBSTRATE 1	1.000000	-1.805929	0.665083	-2.013230	-1.891726	-1.392633	-2.227598
AT5G42720	Glycosyl hydrolase family 17 protein	1.000000	-1.078481	0.602036	-1.101831	-1.312262	-0.864159	-1.270176
AT1G29170	Protein SCAR3	1.000000	-1.067276	0.151021	-1.134809	-1.186376	-1.135047	-1.376773
AT4G00050	Transcription factor UNE10	1.000000	-0.969097	0.048857	-1.387278	-1.236875	-1.174577	-1.365228
AT1G28310	Dof-type zinc finger DNA-binding family protein	1.000000	-0.941634	-0.191002	-1.169571	-1.037723	-0.969325	-1.258672
AT3G61490	Pectin lyase-like superfamily protein	1.000000	-1.189305	0.095327	-1.615743	-1.619419	-1.195447	-1.489417
AT5G63410	Leucine-rich repeat protein kinase family protein	1.000000	-0.583679	1.044137	-0.574487	-1.105240	-0.841516	-1.171898
AT5G05960	At5g05960	1.000000	-1.033487	0.183212	-1.138556	-1.385674	-1.145985	-1.894510
AT4G15380	Cytochrome P450, family 705, subfamily A, polypeptide 4	1.000000	-1.705561	0.517723	-1.089794	-1.313097	-1.243070	-1.824092
AT2G44580	Zinc ion binding protein	1.000000	-1.102156	0.052649	-0.994453	-1.009321	-0.950556	-1.383266
AT5G49350	At5g49350	1.000000	0.487584	3.596139	1.725313	0.561244	1.261233	0.132096
AT5G18930	S-adenosylmethionine decarboxylase proenzyme	1.000000	-1.149982	0.671338	-1.126517	-0.797234	-0.324471	-1.557350
AT2G29680	Cell division control protein 6 homolog	1.000000	-1.074320	-0.685862	-1.022402	-1.046598	-0.896145	-1.045687
AT4G06744	Uncharacterized protein At4g06744	1.000000	-1.167063	1.391502	-1.115988	-1.203765	0.048767	-1.515494
AT5G45530	Putative uncharacterized protein	1.000000	-1.460834	0.495305	-1.500585	-1.383112	-0.733088	-1.607203
AT1G64780	Ammonium transporter 1 member 2	1.000000	-1.409029	0.292850	-1.019018	-1.211996	-0.473307	-1.883375
AT1G48750	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein	1.000000	-2.596347	0.656478	-1.660920	-2.112548	-1.076272	-3.267189
AT1G49200	RING-H2 finger protein ATL75	1.000000	-2.588663	0.875319	-1.261676	-1.275865	-0.548986	-1.670909
AT2G22970	Serine carboxypeptidase-like 11	1.000000	-1.422488	1.810054	-0.483178	-0.422547	0.080217	-1.193289
AT4G23470	PLAC8 family protein	1.000000	1.248160	0.502118	0.992282	0.485006	1.807052	1.015271
AT2G36020	HVA22-like protein	1.000000	1.146706	-0.933864	1.089133	-0.728471	3.905145	0.670821
AT3G09810	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	1.000000	2.048992	0.217366	1.495679	-0.088310	4.640941	1.765474
AT5G39520	Putative uncharacterized protein At5g39520	1.000000	4.582105	2.979968	4.178517	2.799610	7.294470	4.221321
AT4G14860	Transcription repressor OFP11	1.000000	-0.343514	-1.199540	-0.803158	-2.466240	1.611408	-0.608817
AT3G50190	Transmembrane protein, putative (DUF247)	1.000000	1.036848	0.318469	0.615136	-0.791533	2.900585	1.104758
AT5G65158	PLAT domain-containing protein 3	1.000000	-0.358948	-1.253501	-0.905923	-2.304063	2.285152	-0.987812
AT5G51270	U-box domain-containing protein kinase family protein	1.000000	0.239915	-1.114852	-0.105900	-1.967669	1.464650	0.026123
AT3G61930	Putative uncharacterized protein At3g61930	1.000000	1.335686	-0.551929	2.064334	-1.456285	3.725684	1.876466
AT4G11770	Putative F-box/kelch-repeat protein At4g11770	1.000000	0.902662	0.270017	1.148777	0.009384	1.988961	1.624147
AT4G01010	Putative cyclic nucleotide-gated ion channel 13	1.000000	1.380536	1.471481	1.526931	1.517383	3.922226	1.363542
AT5G18270	ANAC087	1.000000	1.538313	0.244314	1.017081	0.956093	3.935509	1.241217
AT1G61130	Serine carboxypeptidase-like 32	1.000000	1.775582	0.643222	1.372008	1.764727	4.481248	2.071297
AT5G48270	Putative uncharacterized protein	1.000000	1.824332	1.173052	1.773680	1.910334	4.188638	2.071001
AT2G25470	receptor like protein 21	1.000000	2.090754	1.301072	2.041390	1.928761	3.615364	2.473088
AT4G26260	MIOX4	1.000000	2.171666	0.365035	1.457567	1.729924	5.268868	0.641910
AT2G30250	Probable WRKY transcription factor 25	1.000000	2.178921	1.272619	2.029702	1.661725	3.908442	1.632986
AT1G08050	C3HC4-type RING finger-containing protein	1.000000	3.449747	2.254541	3.206910	2.595566	5.343012	2.238679
AT3G05980	At3g05980	1.000000	-0.212339	-2.659525	-1.334610	-2.080764	2.089487	-1.695849
AT1G49050	Aspartyl protease APCB1	1.000000	1.903727	0.817656	1.166947	1.396379	2.806530	1.090608
AT1G30750	Putative uncharacterized protein At1g30750	1.000000	-0.221574	-1.416480	-1.232425	-0.910578	1.298551	-1.054683
AT5G15640	Mitochondrial substrate carrier family protein	1.000000	1.290991	-0.068433	1.290560	1.003154	1.568254	1.182212
AT3G02360	6-phosphogluconate dehydrogenase, decarboxylating	1.000000	1.440255	0.552408	1.365244	1.145569	1.580862	1.315265
AT5G20400	Oxidoreductase, 2OG-Fe(II) oxygenase family protein	1.000000	1.945796	0.425781	1.745425	1.141403	2.021698	1.789691
AT1G10586	Transcription factor bHLH168	1.000000	2.694133	0.067259	2.551832	1.388364	2.536073	1.935887
AT1G30755	Putative uncharacterized protein At1g30750	1.000000	1.825382	0.552141	1.939842	1.202835	2.227355	1.360925
AT5G64100	Peroxidase 69	1.000000	2.974567	1.327723	1.957804	1.860390	2.842705	2.001307
AT3G24300	Ammonium transporter 1 member 3	1.000000	-0.232346	-2.119232	-1.122511	-1.294193	0.350452	-1.402015
AT2G34830	WRKY DNA-binding protein 35	1.000000	1.256628	-1.646964	0.133229	-0.079994	1.840901	0.197435
AT1G17380	Protein TIFY 11A	1.000000	2.137363	-0.021674	1.318675	1.083460	2.077647	1.429955
AT3G48920	MYB transcription factor	1.000000	1.780477	-0.931280	0.815821	0.297283	1.717951	1.089958
AT1G48330	At1g48330	1.000000	1.772322	-0.446023	1.721007	1.583033	3.093426	1.939479
AT1G65680	Putative expansin-B2	1.000000	2.059016	-0.659345	1.086084	1.146950	3.739790	2.376245
AT4G05030	AT4g05030 protein	1.000000	3.545317	1.216803	3.324394	2.775468	5.693690	3.928508
AT3G19430	Late embryogenesis abundant protein-related / LEA protein-like protein	1.000000	-1.160271	-0.145283	-0.099799	-4.599272	3.674965	-0.552576
AT4G29800	PATATIN-like protein 8	1.000000	-0.414264	-0.028600	1.255690	-2.196451	3.681536	0.030184
AT2G39380	Exocyst subunit exo70 family protein H2	1.000000	0.245105	0.633407	1.741533	-1.862990	3.374765	1.102989
AT1G48980	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein	1.000000	0.384939	1.455495	1.169943	-0.224735	2.814452	1.062201
AT1G24570	Protein of unknown function (DUF707)	1.000000	-1.813425	-0.786949	-0.685607	-2.673013	1.097372	-1.180388
AT4G13510	Ammonium transporter 1 member 1	1.000000	0.717952	1.065526	1.565123	0.376168	2.037076	1.356713
AT3G47670	Plant invertase/pectin methylesterase inhibitor superfamily protein	1.000000	0.752862	0.852174	1.203682	0.606083	1.447085	1.025051
AT3G27920	Trichome differentiation protein GL1	1.000000	-1.965033	-1.720325	-0.819451	-2.409988	-0.040779	-1.274210
AT1G69900	Actin cross-linking protein	1.000000	1.207409	1.317943	2.038230	0.104243	3.437580	2.172246
AT2G25680	Molybdate transporter 1	1.000000	-0.371792	0.208021	0.880502	-1.300798	1.903500	1.120147
AT3G12820	MYB transcription factor	1.000000	2.623264	3.853734	4.213540	-0.005048	4.865347	2.645047
AT2G25240	Serpin-Z10	1.000000	1.162892	1.827255	3.590374	-1.797800	4.594241	0.987713
AT5G18910	At5g18910	1.000000	-1.165539	-0.752590	-0.662879	-1.825862	1.773825	1.018150
AT1G66200	Glutamine synthetase	1.000000	-1.193092	-0.189707	-0.693209	-1.416626	1.574379	0.120170
AT3G14550	Geranylgeranyl pyrophosphate synthase 3	1.000000	-0.131050	0.504078	-0.036324	-1.989121	3.266551	1.455244
AT5G56860	GATA transcription factor 21	1.000000	-1.078649	-0.247485	-0.882608	-1.754708	1.218132	0.494514
AT5G47330	At5g47330	1.000000	-0.419841	0.741604	-0.539526	-1.161477	2.355300	1.346741
AT1G08090	High-affinity nitrate transporter 2.1	1.000000	-0.414337	1.546000	0.728823	-3.233767	3.900865	2.069113
AT4G05200	cysteine-rich RLK (RECEPTOR-like protein kinase) 25	1.000000	-1.780947	0.267150	-0.106324	-2.905455	2.332250	0.468060
AT1G75960	Probable acyl-activating enzyme 8	1.000000	-1.578274	-0.433190	-0.612894	-2.394669	1.361256	0.190042
AT2G24720	Glutamate receptor 2.2	1.000000	1.653231	1.162037	2.714428	-0.422535	3.491266	3.402877
AT5G18360	TIR-NBS-LRR class disease resistance protein	1.000000	0.752114	1.097661	2.108662	-1.383559	2.445730	1.935919
AT4G08040	1-aminocyclopropane-1-carboxylate synthase 11	1.000000	-1.444412	-1.141515	-0.094060	-3.886583	0.461065	0.660368
AT3G50460	RPW8-like protein 2	1.000000	0.972013	1.185130	1.228654	-0.422192	1.822589	1.709939
AT2G05910	Protein LURP-one-related 6	1.000000	1.010412	1.493325	1.372059	-0.196015	1.682735	1.592231
AT2G22290	RABH1d	1.000000	0.257275	0.105945	0.343333	-1.006749	1.058139	1.155125
AT1G06310	Putative acyl-coenzyme A oxidase 3.2, peroxisomal	1.000000	0.400373	0.555424	0.890135	-2.324290	3.023688	2.100521
AT1G66930	Protein kinase superfamily protein	1.000000	2.062677	1.410718	2.680960	1.576429	4.093060	2.534552
AT3G05580	Serine/threonine-protein phosphatase	1.000000	0.739370	0.510246	1.412209	0.626258	3.241187	1.529990
AT5G44310	Late embryogenesis abundant protein family protein	1.000000	1.893343	1.957386	2.953583	1.748785	3.987273	2.898025
AT2G44350	Citrate synthase 4, mitochondrial	1.000000	0.801550	0.683768	1.278807	0.635763	1.858316	1.312897
AT1G51680	4-coumarate-CoA ligase 1	1.000000	0.377433	0.577609	1.205978	0.328771	1.659859	1.085178
AT2G45510	At2g45510	1.000000	0.844895	0.905398	1.030053	0.807051	1.433763	1.147924
AT2G19800	At2g19800	1.000000	0.309854	1.057865	1.666271	0.514189	3.283910	1.460979
AT5G11650	Alpha/beta fold hydrolase family protein	1.000000	0.534410	0.822199	1.390994	0.797766	2.358071	1.327789
AT2G43330	Inositol transporter 1	1.000000	0.370825	0.805692	1.522013	0.769941	1.517344	1.271195
AT3G19930	STP4	1.000000	0.423924	0.646335	1.627864	0.999760	1.700787	1.323000
AT4G11655	CASP-like protein	1.000000	0.625838	1.070883	2.317056	1.355233	2.930828	2.172860
AT4G13250	NYC1	1.000000	-0.127061	0.250834	1.349644	0.046085	1.560955	1.038918
AT3G53480	ABC transporter G family member 37	1.000000	0.538752	0.775585	2.135366	0.746535	2.587058	1.724077
AT1G74320	Probable choline kinase 2	1.000000	-0.388288	0.480653	1.336742	0.118655	2.000428	1.035513
AT4G14030	Selenium-binding protein 1	1.000000	0.380426	0.716338	2.047802	1.089134	2.007662	1.121965
AT1G76700	Chaperone protein dnaJ 10	1.000000	0.258835	0.712926	1.732871	0.894579	1.964426	1.152826
AT5G41761	Putative uncharacterized protein	1.000000	-1.961163	-1.401420	2.886864	-1.529808	2.324815	-0.132955
AT1G19200	Protein of unknown function (DUF581)	1.000000	1.487244	2.255175	3.537081	1.818239	4.531689	2.324144
AT1G75000	F25A4.4	1.000000	2.760257	2.479478	4.421354	2.729636	5.223630	3.252865
AT2G21510	DNAJ heat shock N-terminal domain-containing protein	1.000000	1.613941	1.179377	2.151056	0.875851	2.425731	1.641467
AT4G23130	cysteine-rich RLK (RECEPTOR-like protein kinase) 5	1.000000	1.150254	0.510576	1.810040	-0.444346	2.482006	0.935563
AT4G04510	cysteine-rich RLK (RECEPTOR-like protein kinase) 38	1.000000	1.341882	0.764626	2.524477	0.423043	4.256111	1.404169
AT1G14780	MACPF domain-containing protein At1g14780	1.000000	1.126140	0.966269	1.919469	0.616980	2.897963	1.379836
AT3G47820	PUB39	1.000000	1.586011	1.003591	2.034262	0.693617	2.611897	1.257931
AT5G20050	Probable receptor-like protein kinase At5g20050	1.000000	1.489101	1.023712	1.735872	0.807983	2.452758	1.239743
AT5G05190	Protein ENHANCED DISEASE RESISTANCE 4	1.000000	0.588364	0.492667	2.082651	0.111105	1.979204	1.111184
AT3G04060	NAC046	1.000000	1.336782	1.532758	4.112729	0.276095	3.630990	1.760709
AT3G45220	Serpin-Z4	1.000000	0.799240	0.497796	3.887174	-0.761757	4.327967	1.127992
AT3G61390	U-box domain-containing protein 36	1.000000	3.055160	1.810481	5.575180	1.736257	5.943258	2.473219
AT4G19975	Glycosyltransferase	1.000000	1.601645	1.334521	2.654274	0.824866	2.955615	1.294583
AT1G69810	At1g69810	1.000000	1.111408	0.901477	1.868071	0.685670	2.146536	0.907950
AT1G22500	E3 ubiquitin-protein ligase ATL15	1.000000	1.804762	0.768295	2.770521	0.550830	3.300766	1.215954
AT1G64400	Long chain acyl-CoA synthetase 3	1.000000	2.370069	1.025076	4.423253	0.969248	4.629530	2.363533
AT1G73805	SARD1	1.000000	2.132888	1.910547	3.111187	0.987667	3.026834	2.889144
AT5G65500	U-box domain-containing protein kinase family protein	1.000000	1.091543	0.730199	2.074282	-0.268480	2.121717	1.355173
AT3G62590	AT3g62590/F26K9_20	1.000000	0.778794	0.794011	1.745642	0.399857	1.765792	1.481479
AT5G25010	Protein of unknown function (DUF1336)	1.000000	-0.964505	-1.478126	1.302417	-2.157623	2.087849	0.455697
AT2G33030	RLP25	1.000000	1.354168	1.059028	2.339905	1.222955	2.440070	1.903394
AT3G13600	Calmodulin-binding family protein	1.000000	1.246008	0.364320	1.746508	0.886983	2.487998	1.805715
AT2G43320	At2g43320/T1O24.6	1.000000	0.935381	0.530158	1.030908	0.779602	1.530117	1.265083
AT5G49130	Protein DETOXIFICATION 55	1.000000	1.245257	0.536878	2.792315	0.835546	3.080635	2.935663
AT3G57730	AT3g57730/F15B8_80	1.000000	0.383010	-0.239532	1.689571	0.158045	2.183649	1.900774
AT5G46460	Pentatricopeptide repeat-containing protein At5g46460, mitochondrial	1.000000	-0.724035	-2.359297	0.504597	-1.512697	1.075269	0.502234
AT4G10960	UDP-glucose 4-epimerase 5	1.000000	1.296752	-0.360399	2.122251	0.167419	2.393011	1.576473
AT3G13090	ABC transporter C family member 6	1.000000	1.196510	0.331610	1.783923	1.480012	1.780939	0.911065
AT3G60440	Phosphoglycerate mutase family protein	1.000000	1.407676	0.598505	2.061463	1.638823	1.916179	1.256913
AT2G39270	Probable adenylate kinase 6, chloroplastic	1.000000	1.434254	0.092329	2.999768	2.296895	2.655884	1.001929
AT3G19700	Receptor-like protein kinase HAIKU2	1.000000	0.736455	-1.094689	2.480706	1.886755	2.234353	1.493441
AT4G18880	Heat stress transcription factor A-4a	1.000000	1.632769	0.514326	2.271855	1.664159	1.993663	1.673353
AT1G03670	Ankyrin repeats-containing protein	1.000000	1.593907	-0.210063	3.056561	2.066690	2.723960	1.955678
AT4G23050	PAS domain-containing protein tyrosine kinase family protein	1.000000	0.995043	0.069374	1.740203	1.379516	1.535470	1.020309
AT1G04990	Zinc finger CCCH domain-containing protein 3	1.000000	1.295159	0.315421	1.711357	1.420098	1.407946	1.207043
AT4G30540	Gamma-glutamyl peptidase 2	1.000000	0.772481	-0.288015	1.299112	0.970955	1.442466	1.158719
AT3G50910	AT3g50910/F18B3_190	1.000000	1.451851	0.073591	1.916670	1.360679	1.878079	1.100594
AT5G37070	At5g37070	1.000000	1.659712	0.867630	1.823186	1.445510	1.725347	1.512748
AT5G61060	Histone deacetylase 5	1.000000	0.553302	0.411390	1.552664	0.836726	1.530798	1.155493
AT3G46730	Putative disease resistance RPP13-like protein 3	1.000000	-0.305256	-0.404538	1.433277	0.369693	1.463319	1.061079
AT1G29690	MACPF domain-containing protein CAD1	1.000000	0.547905	0.405874	1.203955	0.705359	1.276910	1.103607
AT2G23790	Calcium uniporter protein 2, mitochondrial	1.000000	0.609323	0.238183	1.719446	1.073778	1.682582	1.019292
AT3G26910	Hydroxyproline-rich glycoprotein family protein	1.000000	0.620430	0.365255	1.519406	0.971768	1.549601	1.045843
AT5G46350	Probable WRKY transcription factor 8	1.000000	1.073944	0.408736	2.714087	1.568984	2.952744	2.023613
AT3G55740	Proline transporter 2	1.000000	1.071611	0.712921	2.241220	1.468627	2.604217	1.596775
AT1G35190	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	1.000000	0.738655	0.490866	1.369752	1.125758	1.437350	0.936917
AT2G39660	BIK1	1.000000	1.039710	0.181432	2.405995	1.407693	2.272721	1.155368
AT1G08290	Zinc finger protein WIP3	1.000000	0.925818	0.240171	1.578508	1.061139	1.777288	1.320760
AT3G57770	Protein kinase superfamily protein	1.000000	0.864836	0.208614	1.507437	0.898051	1.684136	1.312235
AT1G63860	TIR-NBS-LRR class disease resistance protein	1.000000	1.453379	0.364811	2.364076	1.426562	2.412194	1.794893
AT5G03905	Iron-sulfur assembly protein IscA-like 2, mitochondrial	1.000000	0.551050	0.003094	1.484177	0.540955	1.545051	1.200991
AT1G74360	Probable LRR receptor-like serine/threonine-protein kinase At1g74360	1.000000	2.012192	1.241723	3.486715	1.652199	3.082048	1.995638
AT4G37900	Glycine-rich domain-containing protein 2	1.000000	1.810835	0.566040	5.208228	1.835171	4.696092	2.649493
AT4G00550	Digalactosyldiacylglycerol synthase 2, chloroplastic	1.000000	1.175307	0.539139	2.275087	1.056007	1.992751	1.405625
AT4G39610	At4g39610	1.000000	2.252059	0.438762	5.318041	2.330843	4.710605	2.349142
AT3G27710	Probable E3 ubiquitin-protein ligase ARI3	1.000000	1.026324	0.413352	2.728259	1.092344	2.387746	1.151430
AT4G20780	Calcium-binding protein CML42	1.000000	1.606420	1.019823	2.064919	1.310294	3.525669	0.988325
AT5G13990	EXO70C2	1.000000	0.075163	-1.156260	0.599520	-0.877792	2.474727	-1.062388
AT2G01505	CLAVATA3/ESR (CLE)-related protein 16	1.000000	-0.465103	-1.233654	-0.389254	-1.017683	0.245762	-1.067295
AT3G17410	Protein kinase superfamily protein	1.000000	1.167538	0.707939	1.195068	0.966814	2.027070	1.100916
AT2G02240	F-box protein At2g02240	1.000000	1.497758	0.366989	1.716869	0.829284	3.502456	1.212445
AT5G61210	SNP33	1.000000	1.664949	0.690323	1.946515	1.390907	3.031716	1.476168
AT5G56630	ATP-dependent 6-phosphofructokinase 7	1.000000	1.437919	0.492024	2.323152	1.501722	4.504996	1.293333
AT3G27300	Glucose-6-phosphate dehydrogenase 5	1.000000	1.004052	0.879146	1.194653	0.980828	1.456214	0.956907
AT3G30775	Proline dehydrogenase 1, mitochondrial	1.000000	1.933359	0.499664	3.046412	2.596821	5.533266	1.508829
AT3G21630	Chitin elicitor receptor kinase 1	1.000000	1.197897	0.685704	1.349502	1.480297	2.561594	1.125789
AT3G25610	Phospholipid-transporting ATPase 10	1.000000	2.224744	1.150711	2.878280	2.440941	3.497422	1.660751
AT5G57035	U-box domain-containing protein kinase family protein	1.000000	1.132211	0.444208	1.829116	1.565408	2.437362	0.774693
AT5G45900	Ubiquitin-like modifier-activating enzyme atg7	1.000000	1.185929	0.468771	1.582064	1.129019	1.837205	0.914532
AT1G09400	Putative 12-oxophytodienoate reductase-like protein 1	1.000000	3.188305	1.220636	4.421585	2.985839	5.298299	2.216196
AT1G19180	TIFY10A	1.000000	1.945220	0.783978	2.641883	1.952246	2.843751	1.300521
AT1G33030	At1g33030	1.000000	3.011970	1.605199	3.666201	2.907784	4.039656	2.216789
AT3G18950	En/Spm-like transposon protein-like	1.000000	1.921293	0.930226	3.037116	2.193616	4.030322	2.039100
AT4G25030	AT4G25030 protein	1.000000	1.053302	0.352892	1.417810	1.012008	1.746989	0.901635
AT1G71530	Protein kinase superfamily protein	1.000000	0.558779	-1.619172	1.599543	0.077415	2.263703	0.100227
AT2G39420	Alpha/beta-Hydrolases superfamily protein	1.000000	1.723886	0.873802	2.570034	1.418861	2.918883	1.494209
AT1G77890	At1g77890	1.000000	1.075591	0.234693	1.638102	0.797513	2.085230	0.821193
AT1G58460	unknown protein; Has 35 Blast hits to 35 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1.000000	-0.559662	-2.178349	1.376175	-1.200030	2.325301	-0.355146
AT5G01750	Protein LURP-one-related 15	1.000000	1.161431	0.623377	1.722629	0.954515	2.239798	1.186416
AT3G03000	Probable calcium-binding protein CML18	1.000000	1.279676	0.721960	1.765219	1.115789	2.128922	1.265235
AT1G76970	At1g76970	1.000000	1.402927	0.766342	1.813180	0.988962	2.283829	1.055731
AT3G62780	At3g62780	1.000000	2.050347	0.428278	2.621955	1.252712	3.470634	1.472233
AT2G40095	Alpha/beta hydrolase related protein	1.000000	1.425077	1.257247	2.655000	1.683281	2.856802	1.135775
