Gene.ID	Root.1.hr.log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00091163001	3.865273652	3.21e-05	CDY48471	BnaC05g13310D	supercontig:AST_PRJEB5043_v1:LK032775:35656:36256:-1	BnaC05g13310D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR008889
GSBRNA2T00091168001	4.275601558	2.12e-12	CDY48475	BnaC05g13350D	supercontig:AST_PRJEB5043_v1:LK032775:60303:61147:1	BnaC05g13350D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515	IPR004045;IPR004046;IPR010987;IPR012336;IPR017933
GSBRNA2T00091169001	3.042086278	3.7e-12	CDY48476	BnaC05g13360D	supercontig:AST_PRJEB5043_v1:LK032775:63457:64376:1	BnaC05g13360D protein	AT1G17180	GSTU25	chromosome:TAIR10:1:5872024:5873124:1	GSTU25	85.236	0	676	251	GO:0005515	IPR004045;IPR010987;IPR012336;IPR017933
GSBRNA2T00091174001	1.740987005	0.007557495	CDY48481	BnaC05g13410D	supercontig:AST_PRJEB5043_v1:LK032775:84735:88664:1	BnaC05g13410D protein	AT1G17230	NA	chromosome:TAIR10:1:5890616:5895132:1	Non-specific serine/threonine protein kinase	85.11	0	3341	3158	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468	IPR000719;IPR001611;IPR002290;IPR003591;IPR008271;IPR011009;IPR013210;IPR013320;IPR020635;IPR025875
GSBRNA2T00091180001	2.603941177	1e-10	CDY48485	BnaC05g13450D	supercontig:AST_PRJEB5043_v1:LK032775:102433:105807:1	BnaC05g13450D protein	AT1G17290	ALAAT1	chromosome:TAIR10:1:5922332:5926400:1	Alanine aminotransferase 1, mitochondrial	87.492	0	1864	393	GO:0003824;GO:0009058;GO:0030170	IPR004839;IPR015421;IPR015422;IPR015424
GSBRNA2T00091184001	1.36728925	0.018742217	CDY48488	BnaC05g13480D	supercontig:AST_PRJEB5043_v1:LK032775:115670:120103:1	BnaC05g13480D protein	AT1G17340	SAC5	chromosome:TAIR10:1:5933780:5938817:1	Phosphoinositide phosphatase SAC5	79.762	0	1618	NA	GO:0042578	IPR002013
GSBRNA2T00091196001	-1.875114426	0.007424831	CDY48498	BnaA09g00250D	supercontig:AST_PRJEB5043_v1:LK032776:24810:27169:1	BnaA09g00250D protein	AT4G01050	TROL	chromosome:TAIR10:4:455583:458510:1	thylakoid rhodanese-like	85.806	0	1465	NA	NA	IPR001763
GSBRNA2T00091203001	0.974946524	0.022743694	CDY48504	BnaA09g00190D	supercontig:AST_PRJEB5043_v1:LK032776:44779:47979:-1	BnaA09g00190D protein	AT4G01090	NA	chromosome:TAIR10:4:470506:473879:-1	AT4G01090 protein	86.628	1.72e-158	560	NA	NA	IPR021480
GSBRNA2T00091205001	1.344571005	0.014043014	CDY48506	BnaA09g00170D	supercontig:AST_PRJEB5043_v1:LK032776:53133:55913:-1	BnaA09g00170D protein	AT4G01120	GBF2	chromosome:TAIR10:4:481569:484524:-1	G-box-binding factor 2	83.302	0	929	NA	GO:0003677;GO:0003700;GO:0005634;GO:0043565	IPR004827;IPR012900
GSBRNA2T00091214001	3.380570234	1.4e-05	CDY48511	BnaA09g00120D	supercontig:AST_PRJEB5043_v1:LK032776:84353:85627:-1	BnaA09g00120D protein	AT4G01250	WRKY22	chromosome:TAIR10:4:522530:524249:-1	WRKY transcription factor 22	84.759	0	887	NA	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00091282001	1.81240491	0.00524899	CDY48553	BnaA09g01490D	supercontig:AST_PRJEB5043_v1:LK032779:6177:7956:1	BnaA09g01490D protein	AT4G03320	TIC20-IV	chromosome:TAIR10:4:1464467:1466174:1	Tic20-IV	82.007	0	704	NA	NA	IPR005691;IPR019109
GSBRNA2T00091291001	-1.788186289	0.034172863	CDY48558	BnaA09g01540D	supercontig:AST_PRJEB5043_v1:LK032779:41289:45259:-1	BnaA09g01540D protein	AT4G03400	DFL2	chromosome:TAIR10:4:1497536:1500100:-1	Indole-3-acetic acid-amido synthetase GH3.10	89.334	0	2222	NA	NA	IPR004993
GSBRNA2T00091300001	2.041036667	0.00010598	CDY48564	BnaA09g01600D	supercontig:AST_PRJEB5043_v1:LK032779:78939:80567:-1	BnaA09g01600D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515;GO:0008270	IPR001841;IPR013083;IPR017907
GSBRNA2T00091303001	1.097198769	0.013594112	CDY48567	BnaA09g01630D	supercontig:AST_PRJEB5043_v1:LK032779:92357:98559:1	BnaA09g01630D protein	AT4G03550	CALS12	chromosome:TAIR10:4:1573266:1579820:1	Callose synthase 12	87.439	0	6128	NA	GO:0006075;GO:0016020	IPR003440;IPR026899
GSBRNA2T00091371001	-2.174171887	0.011472569	CDY48610	BnaA01g07550D	supercontig:AST_PRJEB5043_v1:LK032781:124115:126869:-1	BnaA01g07550D protein	AT4G29310	NA	chromosome:TAIR10:4:14437133:14439723:-1	Putative uncharacterized protein AT4g29310	88.166	0	1519	NA	NA	IPR010410
GSBRNA2T00091374001	5.026184211	4.84e-13	CDY48613	BnaC09g20720D	supercontig:AST_PRJEB5043_v1:LK032782:452:1418:-1	BnaC09g20720D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00091375001	3.805586604	7.99e-09	CDY48614	BnaC09g20710D	supercontig:AST_PRJEB5043_v1:LK032782:2162:5084:-1	BnaC09g20710D protein	AT2G02390	ATGSTZ1	chromosome:TAIR10:2:628730:631165:1	glutathione S-transferase zeta 1	83.742	3.16e-172	604	79	GO:0003824;GO:0005515;GO:0005737;GO:0009072	IPR004045;IPR004046;IPR005955;IPR010987;IPR012336;IPR017933
GSBRNA2T00091387001	1.318686936	0.026166065	CDY48622	BnaC09g20630D	supercontig:AST_PRJEB5043_v1:LK032782:94512:97851:-1	BnaC09g20630D protein	AT5G44870	LAZ5	chromosome:TAIR10:5:18114461:18119006:1	Disease resistance protein LAZ5	100	1.51e-06	54.7	NA	GO:0005515;GO:0007165	IPR000157
GSBRNA2T00091415001	1.030061613	0.01637074	CDY48639	BnaCnng16580D	supercontig:AST_PRJEB5043_v1:LK032784:12736:14415:-1	BnaCnng16580D protein	AT5G54500	FQR1	chromosome:TAIR10:5:22124511:22126504:1	Flavodoxin-like quinone reductase 1	91.545	0	848	NA	GO:0010181;GO:0016491	IPR005025;IPR008254;IPR010089
GSBRNA2T00091422001	5.748281479	2.66e-09	CDY48645	BnaCnng16640D	supercontig:AST_PRJEB5043_v1:LK032784:69811:71004:-1	BnaCnng16640D protein	AT5G54400	NA	chromosome:TAIR10:5:22090417:22092165:1	At5g54400	85.44	0	911	NA	GO:0008152;GO:0008168	IPR013216
GSBRNA2T00091427001	1.734984459	0.007350874	CDY48649	BnaCnng16680D	supercontig:AST_PRJEB5043_v1:LK032784:103068:105325:-1	BnaCnng16680D protein	AT5G54390	AHL	chromosome:TAIR10:5:22085998:22088094:1	PAP-specific phosphatase HAL2-like	85.651	0	1171	NA	GO:0006790;GO:0046854	IPR000760;IPR006239;IPR020550;IPR020583
GSBRNA2T00091441001	1.679656156	0.00142375	CDY69661	BnaA06g39390D	supercontig:AST_PRJEB5043_v1:LK039984:1667:3472:1	Non-specific serine/threonine protein kinase	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0007165	IPR000719;IPR002290;IPR004041;IPR008271;IPR011009;IPR017441;IPR018451;IPR020635;IPR020636
GSBRNA2T00091448001	0.913568938	0.03508444	CDY69665	BnaCnng64660D	supercontig:AST_PRJEB5043_v1:LK039993:1447:3787:1	BnaCnng64660D protein	AT1G75400	NA	chromosome:TAIR10:1:28296886:28299768:1	Putative uncharacterized protein At1g75400	82.788	0	1134	NA	GO:0005515;GO:0008270	IPR001841;IPR013083
GSBRNA2T00091476001	-1.297951805	0.020481089	CDY69673	BnaCnng64700D	supercontig:AST_PRJEB5043_v1:LK040024:950:3825:-1	BnaCnng64700D protein	AT5G04490	VTE5	chromosome:TAIR10:5:1279652:1281687:1	Phytol kinase 1, chloroplastic	86.52	0	896	NA	GO:0016020	IPR000374
GSBRNA2T00091511001	4.109926139	0.001582256	CDY48650	BnaC07g27590D	supercontig:AST_PRJEB5043_v1:LK032785:1298:5639:-1	BnaC07g27590D protein	AT2G38470	WRKY33	chromosome:TAIR10:2:16108235:16110766:1	WRKY33	83.734	1.8e-137	490	394.7	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00091520001	4.63940583	0.000117222	CDY48657	BnaC07g27520D	supercontig:AST_PRJEB5043_v1:LK032785:48100:49898:1	BnaC07g27520D protein	AT5G28646	WVD2	chromosome:TAIR10:5:10674712:10676490:1	Protein WAVE-DAMPENED 2	82.616	7.37e-144	510	NA	NA	IPR027329
GSBRNA2T00091551001	1.67436241	0.008174813	CDY48679	BnaC02g09910D	supercontig:AST_PRJEB5043_v1:LK032786:39215:40372:1	BnaC02g09910D protein	AT5G59550	NA	chromosome:TAIR10:5:23998224:24000166:-1	zinc finger (C3HC4-type RING finger) family protein	80.945	6.31e-131	468	NA	GO:0005515;GO:0008270	IPR001841;IPR010543;IPR013083
GSBRNA2T00091601001	-1.387394944	0.005500682	CDY48711	BnaA09g09860D	supercontig:AST_PRJEB5043_v1:LK032788:4443:7723:1	BnaA09g09860D protein	AT2G19520	MSI4	chromosome:TAIR10:2:8455756:8459642:1	NFC4	89.811	0	1936	805	GO:0005515	IPR001680;IPR015943;IPR017986;IPR022052
GSBRNA2T00091613001	-1.82935259	0.000430759	CDY48722	BnaA09g09970D	supercontig:AST_PRJEB5043_v1:LK032788:48424:49465:1	40S ribosomal protein S30	AT2G19750	RPS30B	chromosome:TAIR10:2:8514899:8516138:1	Ribosomal protein S30 homolog	95.238	4.11e-81	300	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR006846
GSBRNA2T00091627001	2.91727481	0.005324358	CDY48734	BnaA09g10090D	supercontig:AST_PRJEB5043_v1:LK032788:110740:117005:1	BnaA09g10090D protein	AT2G19880	NA	chromosome:TAIR10:2:8581358:8585478:1	Nucleotide-diphospho-sugar transferases superfamily protein	89.973	0	1941	NA	NA	IPR025993
GSBRNA2T00091634001	4.772554519	6.72e-06	CDY48738	BnaA02g29990D	supercontig:AST_PRJEB5043_v1:LK032789:21620:22671:-1	BnaA02g29990D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515	IPR006652;IPR015915
GSBRNA2T00091648001	-1.173808205	0.044066254	CDY48746	BnaA02g30070D	supercontig:AST_PRJEB5043_v1:LK032789:60425:61059:1	BnaA02g30070D protein	AT5G10400	HTR2	chromosome:TAIR10:5:3270172:3270957:-1	Histone H3	85.475	5.28e-47	187	NA	GO:0000786;GO:0003677;GO:0006334;GO:0046982	IPR000164;IPR007125;IPR009072
GSBRNA2T00091671001	-4.270798673	0.040617893	CDY48764	BnaC04g02170D	supercontig:AST_PRJEB5043_v1:LK032790:41309:42104:-1	BnaC04g02170D protein	AT2G41800	NA	chromosome:TAIR10:2:17436443:17438168:-1	At2g41800/T11A7.10	100	2.06e-09	63.9	NA	NA	IPR006946
GSBRNA2T00091672001	-5.143560412	1.7e-05	CDY48765	BnaC04g02180D	supercontig:AST_PRJEB5043_v1:LK032790:42425:46008:-1	BnaC04g02180D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR006946
GSBRNA2T00091677001	6.108852857	0.002187443	CDY48768	BnaC04g02210D	supercontig:AST_PRJEB5043_v1:LK032790:65970:68160:-1	BnaC04g02210D protein	AT2G41850	ADPG2	chromosome:TAIR10:2:17461655:17464242:-1	Polygalacturonase ADPG2	86.87	0	1456	NA	GO:0004650;GO:0005975	IPR000743;IPR006626;IPR011050;IPR012334
GSBRNA2T00091710001	-2.574414768	2.36e-06	CDY48790	BnaA02g24310D	supercontig:AST_PRJEB5043_v1:LK032791:111839:114883:1	BnaA02g24310D protein	AT5G46110	APE2	chromosome:TAIR10:5:18697235:18700656:1	NA	86.212	0	1301	NA	GO:0005215;GO:0006810;GO:0016021	IPR004696;IPR004853
GSBRNA2T00091722001	-2.45332851	0.01305934	CDY48797	BnaA05g20730D	supercontig:AST_PRJEB5043_v1:LK032792:72525:73486:1	BnaA05g20730D protein	AT1G33800	GXM3	chromosome:TAIR10:1:12261165:12262750:1	GXMT1	88.453	0	1077	545	NA	IPR006514;IPR021148
GSBRNA2T00091733001	1.455893455	0.00222989	CDY48805	BnaC02g34090D	supercontig:AST_PRJEB5043_v1:LK032793:45029:46662:1	BnaC02g34090D protein	AT2G01670	NUDT17	chromosome:TAIR10:2:296365:298215:-1	Nudix hydrolase 17, mitochondrial	91.439	0	754	301	GO:0016787	IPR000086;IPR015797;IPR020084
GSBRNA2T00091739001	3.245321972	0.038946879	CDY48810	BnaC02g34040D	supercontig:AST_PRJEB5043_v1:LK032793:78655:81652:-1	BnaC02g34040D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0006508;GO:0008234	IPR003653;IPR015410
GSBRNA2T00091770001	-3.436573729	0.040469662	CDY69698	BnaCnng64850D	supercontig:AST_PRJEB5043_v1:LK040076:705:2750:1	3-isopropylmalate dehydrogenase	AT5G14200	IMDH3	chromosome:TAIR10:5:4576202:4578240:1	3-isopropylmalate dehydrogenase	89.277	0	1531	66	GO:0000287;GO:0003862;GO:0005737;GO:0009098;GO:0051287;GO:0055114	IPR001804;IPR004429;IPR019818;IPR024084
GSBRNA2T00091773001	1.559640541	0.033195852	CDY69700	BnaCnng64870D	supercontig:AST_PRJEB5043_v1:LK040079:1621:3345:-1	BnaCnng64870D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00091804001	-3.06907308	0.005710707	CDY69709	BnaCnng64920D	supercontig:AST_PRJEB5043_v1:LK040131:105:3411:1	Auxin efflux carrier component	AT5G57090	PIN2	chromosome:TAIR10:5:23100641:23105038:1	Auxin efflux carrier component	85.517	0	990	NA	GO:0016021;GO:0055085	IPR004776;IPR014024
GSBRNA2T00091829001	1.670615805	0.017015358	CDY69719	BnaAnng31310D	supercontig:AST_PRJEB5043_v1:LK040158:1571:3803:1	BnaAnng31310D protein	AT2G38110	GPAT6	chromosome:TAIR10:2:15952496:15955752:-1	Glycerol-3-phosphate 2-O-acyltransferase 6	86.963	0	1441	NA	GO:0008152	IPR002123;IPR023214
GSBRNA2T00091854001	5.494291294	0.000993212	CDY48826	BnaC01g43340D	supercontig:AST_PRJEB5043_v1:LK032795:32840:35935:1	Serine/threonine-protein kinase	AT1G61610	NA	chromosome:TAIR10:1:22733359:22736858:1	Serine/threonine-protein kinase	84.24	0	2436	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468;GO:0048544	IPR000719;IPR000742;IPR000858;IPR001480;IPR002290;IPR003609;IPR008271;IPR011009;IPR013227;IPR013320;IPR017441;IPR020635
GSBRNA2T00091879001	2.739840186	0.02176627	CDY48840	BnaA09g14730D	supercontig:AST_PRJEB5043_v1:LK032796:4747:6764:1	Protein DETOXIFICATION	AT1G58340	DTX48	chromosome:TAIR10:1:21652988:21655439:1	Protein DETOXIFICATION 48	88.917	0	1967	NA	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00091884001	1.823757488	7.83e-05	CDY48843	BnaA09g14700D	supercontig:AST_PRJEB5043_v1:LK032796:71283:75372:1	Amino acid permease 1-2	AT1G58360	AAP1	chromosome:TAIR10:1:21676388:21680519:1	NAT2	87.731	0	1685	NA	NA	IPR013057
GSBRNA2T00091909001	-1.343895896	0.01360148	CDY48861	BnaA06g03210D	supercontig:AST_PRJEB5043_v1:LK032797:58593:59239:-1	BnaA06g03210D protein	AT1G49310	NA	chromosome:TAIR10:1:18237701:18238497:-1	At1g49310	88.017	5.57e-76	283	NA	NA	IPR024489
GSBRNA2T00091929001	-2.837794887	7.67e-05	CDY48871	BnaA05g35790D	supercontig:AST_PRJEB5043_v1:LK032798:75787:80312:1	BnaA05g35790D protein	AT1G32450	NPF7.3	chromosome:TAIR10:1:11715147:11719988:-1	NRT1.5	90.222	0	2405	NA	GO:0005215;GO:0006810;GO:0016020	IPR000109;IPR016196
GSBRNA2T00091952001	-3.822427229	0.013386315	CDY48885	BnaA03g36240D	supercontig:AST_PRJEB5043_v1:LK032799:47075:51362:-1	BnaA03g36240D protein	AT3G21340	NA	chromosome:TAIR10:3:7511756:7516073:-1	Receptor-like protein kinase At3g21340	88.696	0	2036	218	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR013320;IPR017441;IPR020635;IPR024788
GSBRNA2T00091991001	1.484297509	0.02154708	CDY48907	BnaA09g22880D	supercontig:AST_PRJEB5043_v1:LK032800:100582:102470:1	BnaA09g22880D protein	AT4G09750	NA	chromosome:TAIR10:4:6146623:6148814:1	Putative uncharacterized protein AT4g09750	90.093	0	1258	NA	GO:0000166;GO:0008152;GO:0016491	IPR002198;IPR002347;IPR016040
GSBRNA2T00091992001	1.708762947	0.001693667	CDY48908	BnaA09g22870D	supercontig:AST_PRJEB5043_v1:LK032800:102521:104700:-1	BnaA09g22870D protein	AT4G09760	NA	chromosome:TAIR10:4:6148758:6151383:-1	Probable choline kinase 3	89.21	0	1288	NA	GO:0016301;GO:0046474	IPR011009;IPR026712
GSBRNA2T00091995001	-1.609928421	0.027447692	CDY48910	BnaA09g22850D	supercontig:AST_PRJEB5043_v1:LK032800:116273:117786:-1	BnaA09g22850D protein	AT4G09720	ATRABG3A	chromosome:TAIR10:4:6133296:6135183:1	RAB GTPase homolog G3A	88.264	0	743	537	GO:0003924;GO:0005525;GO:0005622;GO:0006184;GO:0006886;GO:0006913;GO:0007165;GO:0007264;GO:0015031;GO:0016020	IPR001806;IPR002041;IPR003578;IPR003579;IPR005225;IPR020849
GSBRNA2T00091999001	-2.628686665	7.97e-05	CDY48913	BnaA09g39240D	supercontig:AST_PRJEB5043_v1:LK032801:8081:10617:-1	BnaA09g39240D protein	AT3G61490	NA	chromosome:TAIR10:3:22757761:22760470:1	Pectin lyase-like superfamily protein	85.674	0	1493	NA	GO:0004650;GO:0005975	IPR000743;IPR011050;IPR012334
GSBRNA2T00092004001	-1.234482662	0.03437379	CDY48917	BnaA09g39200D	supercontig:AST_PRJEB5043_v1:LK032801:29688:30386:1	BnaA09g39200D protein	AT3G61460	BRH1	chromosome:TAIR10:3:22741511:22742772:-1	BRH1	87.195	6.65e-158	556	NA	GO:0005515;GO:0008270	IPR001841;IPR011016;IPR013083
GSBRNA2T00092007001	-2.587947143	5.86e-06	CDY48920	BnaA09g39170D	supercontig:AST_PRJEB5043_v1:LK032801:57133:58781:-1	BnaA09g39170D protein	AT3G61430	PIP1-1	chromosome:TAIR10:3:22733243:22735394:1	Aquaporin PIP1-1	93.039	0	1258	249	GO:0005215;GO:0006810;GO:0016020	IPR000425;IPR022357;IPR023271
GSBRNA2T00092010001	2.572857781	3.51e-06	CDY48923	BnaA09g39140D	supercontig:AST_PRJEB5043_v1:LK032801:70015:71889:-1	BnaA09g39140D protein	AT2G45920	PUB37	chromosome:TAIR10:2:18898629:18901303:1	U-box domain-containing protein 37	83.482	5.56e-53	209	NA	GO:0000151;GO:0004842;GO:0016567	IPR003613;IPR013083;IPR014729
GSBRNA2T00092011001	0.919598822	0.050073322	CDY48924	BnaA09g39130D	supercontig:AST_PRJEB5043_v1:LK032801:76114:79144:1	BnaA09g39130D protein	AT3G61380	NA	chromosome:TAIR10:3:22708482:22712077:-1	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein	86.301	0	795	NA	NA	IPR025486
GSBRNA2T00092019001	4.233279996	2.93e-06	CDY48931	BnaA09g39060D	supercontig:AST_PRJEB5043_v1:LK032801:96400:100419:-1	BnaA09g39060D protein	AT3G61280	NA	chromosome:TAIR10:3:22680960:22683769:1	Glycosyltransferase	88.386	0	1142	NA	NA	IPR006598;IPR008539
GSBRNA2T00092021001	-1.603880769	0.002475752	CDY48933	BnaA09g39040D	supercontig:AST_PRJEB5043_v1:LK032801:111638:112925:1	BnaA09g39040D protein	AT3G61260	NA	chromosome:TAIR10:3:22675061:22676851:-1	Uncharacterized protein At3g61260	85.897	1.66e-139	496	NA	NA	IPR005516;IPR005518
GSBRNA2T00092027001	-2.377149241	0.019442128	CDY48938	BnaA09g38990D	supercontig:AST_PRJEB5043_v1:LK032801:127015:128241:1	BnaA09g38990D protein	AT3G61210	NA	chromosome:TAIR10:3:22658632:22659896:-1	Putative uncharacterized protein At3g61210/T20K12_110	85.044	0	798	NA	GO:0008152;GO:0008168	IPR013216
GSBRNA2T00092075001	-1.608931475	0.005316623	CDY48951	BnaA04g10890D	supercontig:AST_PRJEB5043_v1:LK032804:29381:33340:-1	BnaA04g10890D protein	AT5G41140	NA	chromosome:TAIR10:5:16468344:16472810:1	Myosin heavy chain-related protein	82.638	0	870	NA	NA	IPR019448
GSBRNA2T00092084001	1.92625684	0.015664593	CDY48956	BnaA04g10840D	supercontig:AST_PRJEB5043_v1:LK032804:70541:73460:-1	BnaA04g10840D protein	AT5G41100	NA	chromosome:TAIR10:5:16447185:16450909:1	At5g41100	81.582	0	1354	NA	NA	IPR027267
GSBRNA2T00092086001	2.628022338	0.004478026	CDY48958	BnaA04g10820D	supercontig:AST_PRJEB5043_v1:LK032804:86906:89117:-1	BnaA04g10820D protein	AT5G41080	GDPD2	chromosome:TAIR10:5:16441655:16444023:1	Glycerophosphodiester phosphodiesterase GDPD2	88.33	0	1044	NA	GO:0006071;GO:0006629;GO:0008081;GO:0008889	IPR004129;IPR017946
GSBRNA2T00092087001	-1.802525017	0.047890111	CDY48959	BnaA04g10810D	supercontig:AST_PRJEB5043_v1:LK032804:96038:97800:-1	BnaA04g10810D protein	AT5G41070	DRB5	chromosome:TAIR10:5:16438265:16440055:1	Double-stranded RNA-binding protein 5	91.003	0	896	323	GO:0003725	IPR001159;IPR014720
GSBRNA2T00092105001	4.04450091	9.31e-06	CDY69728	BnaA03g57110D	supercontig:AST_PRJEB5043_v1:LK040184:1297:1515:1	BnaA03g57110D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00092111001	1.30594293	0.002955097	CDY69732	BnaCnng65060D	supercontig:AST_PRJEB5043_v1:LK040191:93:3797:1	BnaCnng65060D protein	AT1G04440	CKL13	chromosome:TAIR10:1:1202160:1206009:1	Casein kinase 1-like protein 13	88.539	0	1609	556	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR017441;IPR020635
GSBRNA2T00092139001	-1.646807686	0.009657196	CDY69753	BnaCnng65160D	supercontig:AST_PRJEB5043_v1:LK040224:38:2747:-1	BnaCnng65160D protein	AT3G50530	CRK	chromosome:TAIR10:3:18753541:18756773:1	CDPK-related kinase	90.869	0	1836	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005509;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR011992;IPR017441;IPR020635
GSBRNA2T00092150001	2.652637721	0.001873766	CDY69761	BnaCnng65200D	supercontig:AST_PRJEB5043_v1:LK040246:1055:1944:1	BnaCnng65200D protein	AT5G23370	NA	chromosome:TAIR10:5:7863216:7864291:-1	Putative GEM-like protein 8	83.51	3.79e-171	601	9	NA	IPR004182
GSBRNA2T00092183001	-1.619697226	1.59e-05	CDY48983	BnaA02g28130D	supercontig:AST_PRJEB5043_v1:LK032805:55163:56885:1	BnaA02g28130D protein	AT3G26520	TIP1-2	chromosome:TAIR10:3:9722443:9723904:-1	TIP2	90.445	0	1003	NA	GO:0005215;GO:0006810;GO:0016020	IPR000425;IPR022357;IPR023271
GSBRNA2T00092187001	1.441371946	0.006439134	CDY48987	BnaA02g28090D	supercontig:AST_PRJEB5043_v1:LK032805:70288:71166:1	BnaA02g28090D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515	IPR000270
GSBRNA2T00092227001	-1.892385695	0.007609578	CDY49018	BnaAnng10120D	supercontig:AST_PRJEB5043_v1:LK032806:84644:88172:1	BnaAnng10120D protein	AT5G44530	NA	chromosome:TAIR10:5:17937622:17941193:1	Subtilase family protein	86.84	0	2606	822	GO:0004252;GO:0006508;GO:0042802;GO:0043086	IPR000209;IPR010259;IPR015500;IPR023827;IPR023828
GSBRNA2T00092232001	-2.627150551	0.013885454	CDY49023	BnaAnng10170D	supercontig:AST_PRJEB5043_v1:LK032806:99908:101570:-1	BnaAnng10170D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR008469
GSBRNA2T00092243001	5.387504855	0.000221664	CDY49029	BnaA01g22750D	supercontig:AST_PRJEB5043_v1:LK032807:3702:6789:1	Serine/threonine-protein kinase	AT1G61610	NA	chromosome:TAIR10:1:22733359:22736858:1	Serine/threonine-protein kinase	84.194	0	2431	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468;GO:0048544	IPR000719;IPR000742;IPR000858;IPR001480;IPR002290;IPR003609;IPR008271;IPR011009;IPR013227;IPR013320;IPR017441;IPR020635
GSBRNA2T00092260001	2.457478901	9.56e-06	CDY49041	BnaC05g48690D	supercontig:AST_PRJEB5043_v1:LK032808:1679:2946:-1	BnaA05g34000D protein	AT3G01290	HIR3	chromosome:TAIR10:3:87684:89593:-1	HIR2	90.521	0	1114	NA	GO:0016020	IPR001107;IPR001972
GSBRNA2T00092261001	1.306454303	0.044423276	CDY49042	BnaC05g48700D	supercontig:AST_PRJEB5043_v1:LK032808:4397:6904:-1	BnaC05g48700D protein	AT3G01300	NA	chromosome:TAIR10:3:90396:93588:-1	Receptor-like serine/threonine-protein kinase At3g01300	88.227	0	1663	497	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR017441;IPR020635
GSBRNA2T00092271001	1.565724628	0.011512648	CDY49052	BnaC05g48800D	supercontig:AST_PRJEB5043_v1:LK032808:42706:48063:-1	BnaC05g48800D protein	AT3G01420	DOX1	chromosome:TAIR10:3:159450:162905:-1	Alpha-dioxygenase 1	86.729	0	2126	NA	GO:0004601;GO:0006979;GO:0020037;GO:0055114	IPR002007;IPR010255
GSBRNA2T00092280001	3.977443377	0.006764219	CDY49060	BnaC05g48880D	supercontig:AST_PRJEB5043_v1:LK032808:91463:92298:-1	BnaC05g48880D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00092287001	1.925958612	0.026494876	CDY49066	BnaC05g48940D	supercontig:AST_PRJEB5043_v1:LK032808:114084:116388:1	BnaC05g48940D protein	AT3G01650	RGLG1	chromosome:TAIR10:3:241758:245271:1	E3 ubiquitin-protein ligase RGLG1	88.167	0	1325	530	GO:0005515;GO:0008270	IPR001841;IPR002035;IPR010734;IPR013083
GSBRNA2T00092302001	-2.163260684	0.018051903	CDY49078	BnaC06g12400D	supercontig:AST_PRJEB5043_v1:LK032809:66003:66611:1	BnaC06g12400D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004857;GO:0030599	IPR006501
